textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Text,Actual_Score,GPT 3.5 Score
16cbc55644,At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah,favorite,positive,morning,0-20,Afghanistan,38928346.0,652860.0,60.0,t.g.i fridays favorite people ever .. made reservation 20 like 50 people . hahah,5,4.0
39af08ad27,Gotta get up early tomorrow...gotta be at work for 9,Gotta get up early tomorrow...gotta be at work for 9,neutral,morning,46-60,Austria,9006398.0,82400.0,109.0,got ta get early tomorrow ... got ta work 9,3,2.0
a4c34c7e8c,"Oficially Back to work, all systems up and running smoothly",all systems up and running smoothly,positive,night,70-100,Slovenia,2078938.0,20140.0,103.0,"oficially back work , systems running smoothly",5,5.0
91cbc149c0,Nvd i was sitting on it,Nvd i was sitting on it,neutral,morning,46-60,Bahrain,1701575.0,760.0,2239.0,nvd sitting,3,2.0
fbaace1664,Passing out  early  after the  river sounds amazing. To my cozy bed  with my cozy dogs,ds amazin,positive,night,70-100,Brazil,212559417.0,8358140.0,25.0,passing early river sounds amazing . cozy bed cozy dogs,5,5.0
f1d8fbce3c, why you never answer me...,why you never answer me...,negative,night,70-100,Ghana,31072940.0,227540.0,137.0,never answer ...,2,1.0
3de5940981, ahahaha okay deal  now i only have to snuff hermione out,ahahaha okay deal  now i only have to snuff hermione out,neutral,morning,0-20,Philippines,109581078.0,298170.0,368.0,ahahaha okay deal snuff hermione,3,1.0
8ba8a074b6, I just wish  would send a bruh a DM `I won`t be on til` so I don`t waste my erection on a bot,I just wish  would send a bruh a DM `I won`t be on til` so I don`t waste my erection on a bot,neutral,night,31-45,Jordan,10203134.0,88780.0,115.0,wish would send bruh dm ` ` til ` ` waste erection bot,3,1.0
cfd68d702e,I want it to be summer. NOW. why is it sprinkling STILL!?!?,,negative,morning,0-20,Mozambique,31255435.0,786380.0,40.0,want summer . . sprinkling still ! ? ! ?,2,2.0
1cf5aaccd2," Iowa is like that sometimes, it gets frustrating.",frustrating.,negative,night,31-45,Lesotho,2142249.0,30360.0,71.0,"iowa like sometimes , gets frustrating .",2,2.0
4ca3acc003," yeahh, yeah its the hifi lol. grr dads being a pain, he said if i dont find anyone to go with i cant go :@","pain,",negative,noon,21-30,El Salvador,6486205.0,20720.0,313.0,"yeahh , yeah hifi lol . grr dads pain , said dont find anyone go cant go : @",2,2.0
769c8775bf, so technically....i havent really gotten out of bed. so i think you`re right and i`m gonna stay here!,,neutral,morning,46-60,Haiti,11402528.0,27560.0,414.0,technically .... havent really gotten bed . think ` right ` gon na stay !,3,2.0
3f586fde74, Your STFU E3 list link is broke,Your STFU E3 list link is broke,neutral,morning,46-60,Belarus,9449323.0,202910.0,47.0,stfu e3 list link broke,3,1.0
eb6c2ae46b,"_0407 all over the place it was  boo, dual voice challenge was too challenging","_0407 all over the place it was  boo, dual voice challenge was too challenging",neutral,morning,0-20,Guinea,13132795.0,246000.0,53.0,"_0407 place boo , dual voice challenge challenging",3,2.0
ee0173c38c,Playing see you again-miley cyrus in the shop,Playing see you again-miley cyrus in the shop,neutral,morning,46-60,Nauru,10824.0,20.0,541.0,playing see again-miley cyrus shop,3,2.0
c9dfbf4275, I have a new found respect for you now that I know you know the Konami code!,,neutral,morning,46-60,Dominica,71986.0,750.0,96.0,new found respect know know konami code !,3,4.0
0c4d2b0cab,still needs another 6 hours of sleep,still needs another 6 hours of sleep,neutral,noon,60-70,Iran,83992949.0,1630000.0,52.0,still needs another 6 hours sleep,3,2.0
41d0879f9b,Bye twitter & FB world! I`m at the San Francisco airport ready to board Air China. Not sure if I`ll have Internet access,Not sure,negative,noon,21-30,Albania,2877797.0,27400.0,105.0,bye twitter & fb world ! ` san francisco airport ready board air china . sure ` internet access,2,3.0
3f3cdc9c1a,Really big spider on the floor two metres away from me  am actually a little scared.,a little scared.,negative,morning,46-60,Sweden,10099265.0,410340.0,25.0,really big spider floor two metres away actually little scared .,2,2.0
2bf3b5a062, yeah I m so happy for them that they should moved on and out there partying I m so happy,I m so happy,positive,night,31-45,Maldives,540544.0,300.0,1802.0,yeah happy moved partying happy,5,5.0
e956bc2244, Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,neutral,noon,21-30,Estonia,1326535.0,42390.0,31.0,knock playing ... ! ! ! cna day get better ? ? love ! ! r u ? missed u,3,5.0
46a0ac8ddc,The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68,stuck,negative,noon,21-30,Somalia,15893222.0,627340.0,25.0,portuguese national library could use also . right seem stuck somewhere circa 1995. example http : //u.nu/7y68,2,2.0
900edb6651,Where is the sun!!,Where is the sun!!,neutral,night,70-100,Belize,397628.0,22810.0,17.0,sun ! !,3,5.0
812f9f7dd1,is resting. ahhhhh. I feel good,is resting. ahhhhh. I feel good,positive,noon,21-30,Colombia,50882891.0,1109500.0,46.0,resting . ahhhhh . feel good,5,5.0
49d309d88a,is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,Great,positive,morning,0-20,Guinea,13132795.0,246000.0,53.0,hanging roomies . adore 4 gentlemen live . great people good talk discussing boy issues ! !,5,5.0
6fc523d6a3," what a smashing show tonight! Love the Killers! Wish I had been there, gutted... Such a shame they got cut off mid-song at the end","what a smashing show tonight! Love the Killers! Wish I had been there, gutted... Such a shame they got cut off mid-song at the end",neutral,night,31-45,Chile,19116201.0,743532.0,26.0,"smashing show tonight ! love killers ! wish , gutted ... shame got cut mid-song end",3,3.0
5cf388d315,Had a fun late night talk with   Good night world.,fun,positive,noon,21-30,Cameroon,26545863.0,472710.0,56.0,fun late night talk good night world .,5,5.0
f95cd61c48,Off to bed. Only one more day left at school before i get to go on holidays. Yay!! Finally. I am getting sick of school... LOL!,Off to bed. Only one more day left at school before i get to go on holidays. Yay!! Finally. I am getting sick of school... LOL!,neutral,morning,0-20,Micronesia,115023.0,700.0,164.0,bed . one day left school get go holidays . yay ! ! finally . getting sick school ... lol !,3,4.0
e1035326b2,Leaving for work.,Leaving for work.,neutral,noon,60-70,Libya,6871292.0,1759540.0,4.0,leaving work .,3,3.0
d1d317ef0e,sick of having constant bad dreams  grr,sick of having constant bad dreams  grr,negative,morning,0-20,Kazakhstan,18776707.0,2699700.0,7.0,sick constant bad dreams grr,1,1.0
c10ae302bc," Oh you understand French?  Well, maybe I exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",,neutral,noon,21-30,Fiji,896445.0,18270.0,49.0,"oh understand french ? well , maybe exxagerated little bit lol want least 1/2 years exp . : -/",3,2.0
9acb99731a,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,Loved that lady.,positive,noon,60-70,Tanzania,59734218.0,885800.0,67.0,oh ! kindergarten teacher died mrs. collinson always remembered every student ever . loved lady .,5,5.0
9009bc887b,I need to wake up earlier so I`m actually tired enough to fall asleep,I`m actually tired enough to fall asleep,negative,noon,21-30,Japan,126476461.0,364555.0,347.0,need wake earlier ` actually tired enough fall asleep,2,2.0
d07ea246d5, hahaha u can use my phone everywhere... just use a wi-fi,hahaha,positive,night,70-100,Peru,32971854.0,1280000.0,26.0,hahaha u use phone everywhere ... use wi-fi,5,4.0
415660cb0e, you should.,you should.,neutral,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,.,3,3.0
2a8f304f11, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,hurt my arm.,negative,night,31-45,Mexico,128932753.0,1943950.0,66.0,` know really hurt arm . guess booze .. ask ` believe !,1,1.0
d3dac1132e,I need a Xanax and have none,I need a Xanax and have none,neutral,morning,0-20,Benin,12123200.0,112760.0,108.0,need xanax none,3,1.0
02e569bee0,Dosen`t Want To Go To Work Tomorrow,Dosen`t Want To,negative,morning,0-20,Benin,12123200.0,112760.0,108.0,dosen ` want go work tomorrow,1,1.0
ac7e3557ab,ugh. I totally can`t sleep.,ugh. I totally can`t sleep.,negative,noon,60-70,Montenegro,628066.0,13450.0,47.0,ugh . totally ` sleep .,2,1.0
8c4cd8a70f, Haha you`re welcome! I was honestly going crazy too. Have a great night as well,great,positive,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0,haha ` welcome ! honestly going crazy . great night well,5,5.0
70027ba3e4, HAHA I LOVE THE WAY U PUT IT 'He lifts our feet off the ground spins us around and makes us crazier',LOVE,positive,night,31-45,Morocco,36910560.0,446300.0,83.0,haha love way u put 'he lifts feet ground spins us around makes us crazier ',4,4.0
e892068fd3," lol that just totally made me laugh, which made my day",,positive,night,31-45,Burkina Faso,20903273.0,273600.0,76.0,"lol totally made laugh , made day",5,5.0
0b39781a5a," Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",,positive,morning,46-60,Central African Republic,4829767.0,622980.0,8.0,"good idea ! ` remove old receipts , tissue paper nonsense take pic",5,5.0
35ec3e36df,At work making more $$.. The only thing that keeps me going is knowing I can SHOP some more once I get paid  I`m becomin a SHOPAHOLIC hehe,At work making more $$.. The only thing that keeps me going is knowing I can SHOP some more once I get paid  I`m becomin a SHOPAHOLIC hehe,neutral,morning,0-20,Malawi,19129952.0,94280.0,203.0,work making $ $ .. thing keeps going knowing shop get paid ` becomin shopaholic hehe,3,3.0
2b6bc6920b,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,,negative,morning,46-60,Nigeria,206139589.0,910770.0,226.0,jus got back run sunset blvd ! cuzin tried kill legs still movin ` sittin ! !,1,2.0
83508cf4db,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,sense and sensibility here we come! BE,positive,night,31-45,Zimbabwe,14862924.0,386850.0,38.0,wellity ! think ima gon na clean room : | * * * * . need read good book . sense sensibility come ! beat lily * *,4,3.0
3a228e58c4, Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,Thank,positive,noon,60-70,Germany,83783942.0,348560.0,240.0,rocket surgery hey ? haha thought rocket science ? oh .. .. knew swear . thank,5,2.0
722232aea0,is going to our cabin soon,is going to our cabin soon,neutral,noon,21-30,Iran,83992949.0,1630000.0,52.0,going cabin soon,3,3.0
d1da906d59," Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn","Hi, I teach some Chinese lessons on youtube... Feel free to have a look",neutral,morning,46-60,Kuwait,4270571.0,17820.0,240.0,"hi , teach chinese lessons youtube ... feel free look www.youtube.com/chineselearn",3,3.0
e7c2fdcdce," If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn`t, I feel bad.","But if they didn`t, I feel bad.",negative,night,70-100,Belize,397628.0,22810.0,17.0,"recorded sent people , obviously meant get . ` , feel bad .",1,2.0
a0fc51cb4d,"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks",I can`t stand to have her,negative,morning,0-20,Mozambique,31255435.0,786380.0,40.0,"weekend cuzzo vivi , ` stand leave 3 weeks",1,2.0
bc6c6c91d5,Redskins release Jon Jansen.  That guy put in a ton of sweat and bruises for the team.  He will be missed.    http://tinyurl.com/mdewfk,.  That guy put in a ton of sweat and bruises for the team.  He will be missed.,positive,noon,60-70,Cyprus,1207359.0,9240.0,131.0,redskins release jon jansen . guy put ton sweat bruises team . missed . http : //tinyurl.com/mdewfk,5,2.0
85623a8716, What time you close today? Is it the last day today or tmr? I may shed a tear,I may shed a tear,negative,noon,60-70,Botswana,2351627.0,566730.0,4.0,time close today ? last day today tmr ? may shed tear,2,2.0
ee12b4db36, because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral,noon,60-70,Malaysia,32365999.0,328550.0,99.0,saved frog . thought replied would make sense . twitter work ? gehts abi gut ?,3,2.0
fe89e929f4,"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back",,neutral,noon,60-70,Bulgaria,6948445.0,108560.0,64.0,"get sucked true life , steve-o documentary intense , love * * * * , ` nice see people get lives back",3,4.0
e75c46aa82,"Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj","Instead of telling God how big my problems are, I like telling my problems how big God is!",neutral,morning,0-20,Trinidad and Tobago,1399488.0,5130.0,273.0,"instead telling god big problems , like telling problems big god ! http : //bit.ly/5ofzj",3,2.0
5cde00465e,what a bummer that tomorrow is friday again!,bummer,negative,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,bummer tomorrow friday !,2,2.0
54a27df4e6,Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,so much fun!!,positive,morning,46-60,Hungary,9660351.0,90530.0,107.0,lan poker much fun ! ! ! ! someone help remember ki compre chal raha hai abhi ! ! ! !,4,4.0
90469c762f,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,Missing,negative,morning,46-60,Georgia,3989167.0,69490.0,57.0,watching 'that thing ' comcast . missing boo like crrrrrazy !,1,2.0
6153186459,GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!,SUCK **** NE,negative,noon,21-30,Oman,5106626.0,309500.0,16.0,god school going suck * * * * next year !,1,1.0
11895d5383,_tv I hope Shatner didnÃ¯Â¿Â½t address that message to philosophers. WeÃ¯Â¿Â½re doomed if they stopped thinking,doomed,negative,noon,60-70,Angola,32866272.0,1246700.0,26.0,_tv hope shatner didnã¯â¿â½t address message philosophers . weã¯â¿â½re doomed stopped thinking,2,1.0
948c2d3874,"In other news: i like this band, 'Lydia', and its easy-going melancholy-yet-cheery songs. It`s good listening",like,positive,night,31-45,Barbados,287375.0,430.0,668.0,"news : like band , 'lydia ' , easy-going melancholy-yet-cheery songs . ` good listening",4,4.0
634ce8816e, Socksy`s just plucky and independent to Caspar`s lazy and attention seeking,lazy,negative,noon,60-70,Poland,37846611.0,306000.0,124.0,socksy ` plucky independent caspar ` lazy attention seeking,1,2.0
,,,,,,,,,,,5,3.0
7ec0f71db5,"yay, joss is coming over on saturday","yay, jo",positive,noon,60-70,Tunisia,11818619.0,155360.0,76.0,"yay , joss coming saturday",5,5.0
c3b550b62d, such a dissapointment  hhaha,dissapointment,negative,night,31-45,Sierra Leone,7976983.0,72180.0,111.0,dissapointment hhaha,2,1.0
ca75f7e584,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts",,neutral,noon,21-30,Uruguay,3473730.0,175020.0,20.0,"fingers crossed neighbor sign ups package today , otherwise may bye-bye pretty skirts",3,2.0
8aa4208a77,Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm,Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm,neutral,night,70-100,Bolivia,11673021.0,1083300.0,11.0,omg thunderrrr wish home love cuddling blanky storm,3,4.0
