score,Text
positive,nokia - world 's largest mobile phone manufacturer - china postel - china 's largest mobile phone distributor - long-standing partnership continues grow stronger time .
positive,"october-december sales 302 mln eur , 25.3 pct increase year year ."
positive,"olvi , controls 94 percent stake ragutis a. le coq , said annual report published earlier year lithuanian brewery 's sales reached 15.04 million euros last year , rise 20.4 percent 12.49 million euros 2004 ."
positive,olvi expects sales market share increase first quarter 2010 .
positive,operating profit increased eur 14.0 mn eur 4.9 mn corresponding period 2005 .
positive,operating profit asian plants grew markedly .
positive,"operating profit totaled eur 825mn , eur 763mn 2004 ."
positive,"operating profit totalled eur 83.0 mn , eur 23.5 mn year-on-year ."
positive,production capacity increase 36 000 85 000 tonnes per year raw material continue recycled paper board .
positive,profit period increased eur 2.9 mn eur 10.5 mn .
positive,"profit per share eur 1.03 , eur 0.87 ."
positive,return capital employed rose 4.8 percentage points 19.6 % .
positive,"revenue july september grew 21 percent euro 2.3 billion , finnish company said thursday ."
positive,revenue grew 1 percent euro742 .2 million us $ 964 million euro735 million .
positive,ruukki 's order book end 2010 30 % year-on-year 10 % quarter-on-quarter .
positive,sales finland rose 3.9 % international growth 0.7 % .
positive,sales security system packaging increased slightly .
positive,stora enso 's third-quarter pre-tax profit doubled eur 197mn .
positive,"strongest growth seen new markets russia , czech republic , slovakia ."
positive,"airline ordered nine airbus a350-900 aircraft deliveries 2011 , becomes lead airline latest variant rolls-royce trent series engines , called 1700 ."
positive,company 's market share continued increase .
positive,"company 's scheduled traffic , measured revenue passenger kilometres rpk , grew 2 % nearly 3 % passengers carried scheduled flights february 2009 ."
positive,"company said investments new market areas resulted sales increase sweden , poland , russia lithuania ."
positive,"disposal autotank also strengthen aspo 's capital structure , `` commented gustav nyberg , ceo aspo ."
positive,"earnings per share quarter came 0.25 eur , 0.20 eur quarter year earlier ."
positive,economic occupancy rate sponda 's property portfolio rose 91.2 % 88.8 % 2006 .
positive,"finnish supplier bss-oss vas telecom operators , tecnotree , received expansion orders worth total us $ 7.3 mn convergent charging next generation messaging solutions latin america , company announced without specifying operators placed orders ."
positive,group 's 12-month operating profit grew 31 percent 337.8 million euros .
positive,growth net sales first half 2008 28 % compared first half 2007 .
positive,pretax profit group 's life insurance business increased eur 36 million eur 27 million .
positive,pretax profit group 's life insurance business increased eur36m eur27m .
positive,"total delivery volume paper businesses 2010 1,155,000 tonnes , 1,132,000 tonnes 2009 ."
positive,value firm 's forestry holdings increased sek 3.6 bn .
positive,"new deal strengthened partnership telemig celular tecnomen , started since beginning telemig 's prepaid operations ."
positive,turnover rose eur21m eur17m .
positive,"xerox stora enso teamed tailor igen3 short-run , on-demand packaging market ."
positive,"upgrade intended raise network capacity 450 mhz 630 mhz several cities , enabling bi-directional services digital television well broadband data ."
neutral,"according notice , skandinaviska enskilda banken ab publ helsinki branch 10 august 2009 divested total 11,958,000 alma media shares ilkka-yhtyma oyj kaleva kustannus oy , conditions agreement made companies 1 july 2009 fulfilled ."
neutral,"time , market automated liquid handling devices already larger pipettes , according biohit ."
neutral,finnish talvivaara mining co hel : tlv1v said thursday picked bofa merrill lynch jpmorgan nyse : jpm joint bookrunners planned issue convertible notes worth eur250m usd332m .
positive,"lead production , turn , increase 60,000 tonnes 2009 would twofold increase current capacity levels , zahariev said ."
positive,"separately , yit corporation austrian firm e ag last week signed agreement sale e 's building system service business germany , austria , poland , czech republic , hungary romania eur 55 mln ."
neutral,"estimated value contract eur12 .4 m. vaisala , headquartered helsinki finland , develops manufactures electronic measurement systems meteorology , environmental sciences , traffic industry ."
neutral,"mall part baltic pearl development project city st petersburg , baltic pearl cjsc , subsidiary shanghai foreign joint investment company , developing homes 35,000 people ."
neutral,vacon controls 5 % company via investment fund power fund i. eur 1.0 = usd 1.397
neutral,"` order included wartsila 's order book second quarter , ' company added ."
neutral,`` management decided end 2005 increase cathode copper capacity .
neutral,4 ) complete name shareholder : otto henrik bernhard nyberg 5 ) information : amount shares transferred corresponds 5.68 % total number shares aspo plc . .
neutral,"data processing unit collects data , calculates rvr values provides data users via various interfaces ."
neutral,"alexandria , va. , march 28 -- pertti salmi hanna vuolteenaho , oulu , finland , sami viitasaari ii , finland , developed ornamental design handset , u.s. patent & trademark office announced ."
neutral,"alexandria , va. , oct. 3 -- markka a. oksanen harald kaaja , helsinki , finland , juha salokannel kangasala , finland , arto palin viiala , finland , developed system providing communications security ."
neutral,"earlier reported , nokian tyres building plant town vsevolozhsk russia 's leningrad region annual production capacity 4 million tires ."
neutral,"german commerzbank ag 's hamburg branch us jp morgan ( nyse : jpm ) participated arrangers , dutch ing ( ams : inga ) co-arranger ."
neutral,"april 2005 , neste separated parent company , finnish energy company fortum , became listed helsinki stock exchange ."
neutral,increase number shares based option rights granted management company stock option plan 2006 .
neutral,30 offices worldwide 90 pct net sales generated outside finland .
neutral,has80 branches finland annual revenue finland ?
neutral,nokia messaging 1.1 enables customers receive e-mails 10 e-mail accounts mobile phone supporting pop imap e-mail services .
neutral,share repurchase 11.01.2008 helsinki stock exchange behalf sampo plc danske bank a-s helsinki branch
neutral,solidium picked tikkurila shares dividend book value eur15 .80 per share .
positive,"agreement provide switch double converter capacity , whilst opening manufacturing locations china ."
neutral,"contract covers installation , training start-up services ."
neutral,"contract value amounts eur11m , company added ."
neutral,number one means creating added value stakeholders everything .
positive,"- beijing xfn-asia - hong kong-listed standard chartered bank said signed china mobile phone dealer financing agreement nokia , making first foreign bank offer financing country 's small medium enterprise -lr"
neutral,- provides summary medical equipment pipeline products company developing .
neutral,"`` course , talks coming new projects involve material handling , `` konecranes president ceo pekka lundmark said , asked whether talking reliance industries supplying equipment upcoming refinery jamnagar ."
neutral,"corresponding increase 85,432.50 euros ahlstrom 's share capital entered trade register today ."
neutral,"august 2007 , latvijas finieris ordered production lines new green veneer mill built ukmerge , central lithuania ."
neutral,aldata said still number operational aspects defined microsoft details product market initiatives resulting agreement available later date .
neutral,"alexandria , va. , may 16 -- kenneth bower vista , calif. , developed ornamental design handset , u.s. patent & trademark office announced ."
neutral,aspocomp intends set plant manufacture printed circuit boards investment rs310 crore .
neutral,"biohit oyj develops , manufactures markets liquid handling products diagnostic test systems use research , healthcare industrial laboratories ."
positive,"earnings per share eps seen eur 0.56 , eur 0.38 ."
positive,estonia 's beer market overall grew three percent last year 130 million liters .
neutral,finnish food company raisio oyj hel : raivv said friday wrapped divestment margarine operations us sector player bunge ltd nyse : bg eur80m usd119 .2 .
positive,finnish lifting equipment maker konecranes hel : kcr1v said 29 july 2009 raised stake austrian manipulator maker acs konecranes 80 % bought german sector player knight europe .
neutral,following increase company+óeur tm capital totals 5.5 mln romanian lei $ 1.98 mln-1 .56 mln euro .
neutral,"2008 , generated net sales eur 9.3 million usd 13.1 ."
positive,increase net sales due acquisition swedish silva produces garden tools boats .
neutral,"mr ashley , deputy executive chairman sports direct , sold 43pc stake company pounds 900m time float ."
neutral,rental building equipment accounted 88 percent operating income .
neutral,"ruukki 's delivery includes steel structures , including installation , krakeroy bascule bridge steel piles bridge foundations ."
neutral,stockmann established 1862 finland became first foreign company enter russia 's retail trade market 1989 .
neutral,"broad-based wig index ended thursday 's session 0.1 pct 65,003.34 pts , blue-chip wig20 1.13 3,687.15 pts ."
neutral,business divested generates consolidated net sales eur 60 million annually currently 640 employees .
neutral,"company generates net sales 600 mln euro $ 775.5 mln annually employs 6,000 ."
positive,company plans expand international market subsidiaries distributors 2011 onwards .
neutral,"contract covers manufacturing , surface-treatment installation steel structures ."
neutral,"corresponding increase share capital , total eur 300,00 registered finnish trade register may 8 , 2008 ."
neutral,order also includes start-up commissioning services .
neutral,"order consists capacity expansion , maintenance services new charging functionality , company said ."
neutral,phones targeted first time users growth markets .
neutral,"repayment eur 105 million debenture bonds related company 's previous announcement october 21 , 2009 collect irrevocable selling commitments holders subordinated debenture bonds ."
neutral,revenues business reached nok 12 million 2008 .
neutral,tielinja generated net sales 7.5 mln euro $ 9.6 mln 2005 .
neutral,"tikkurila powder coatings 50 employees four paint plants , generated revenues eur2 .4 usd3 .3 2010 ."
neutral,"rental agreement , stockmann committed invest building bridge gogol street build underground tunnel crossing street 2004 ."
neutral,vnh generates annual net sales 5 mln eur employs 21 people .
positive,"earnings per share ( eps ) first quarter 2007 amounted eur0 .07 , eur0 .04 ."
negative,"jan. 6 -- ford struggling face slowing truck suv sales surfeit up-to-date , got ta -have cars ."
